"StateID","StateName","DistrictID","DistrictCensusCode2011","DistrictName","TotalBlock","TotalODFBlock","Date"
"33","Uttarakhand","608","067","UDHAM SINGH NAGAR","7","7","10/30/2023 12:00:00 AM"
"33","Uttarakhand","609","056","UTTARKASHI","6","6","10/30/2023 12:00:00 AM"
"25","West Bengal","575","774","ALIPUDUAR","6","6","10/30/2023 12:00:00 AM"
"25","West Bengal","555","339","BANKURA","22","22","10/30/2023 12:00:00 AM"
"25","West Bengal","556","334","BIRBHUM","19","19","10/30/2023 12:00:00 AM"
"25","West Bengal","558","329","COOCH BEHAR","12","9","10/30/2023 12:00:00 AM"
"25","West Bengal","559","331","DAKSHIN DINAJPUR","8","8","10/30/2023 12:00:00 AM"
"25","West Bengal","560","327","DARJEELING","9","9","10/30/2023 12:00:00 AM"
"25","West Bengal","561","338","HOOGHLY","18","18","10/30/2023 12:00:00 AM"
"25","West Bengal","562","341","HOWRAH","14","14","10/30/2023 12:00:00 AM"
"25","West Bengal","563","328","JALPAIGURI","9","9","10/30/2023 12:00:00 AM"
"25","West Bengal","737","776","JHARGRAM","8","8","10/30/2023 12:00:00 AM"
"25","West Bengal","564","332","MALDA","15","15","10/30/2023 12:00:00 AM"
"25","West Bengal","565","345","MIDNAPUR EAST","25","25","10/30/2023 12:00:00 AM"
"25","West Bengal","573","344","MIDNAPUR WEST","21","21","10/30/2023 12:00:00 AM"
"25","West Bengal","566","333","MURSHIDABAD","26","26","10/30/2023 12:00:00 AM"
"25","West Bengal","567","336","NADIA","18","18","10/30/2023 12:00:00 AM"
"25","West Bengal","568","337","NORTH 24 PARAGANAS","22","22","10/30/2023 12:00:00 AM"
"25","West Bengal","738","777","PASCHIM BARDHAMAN","8","8","10/30/2023 12:00:00 AM"
"25","West Bengal","557","335","PURBA BARDHAMAN","23","23","10/30/2023 12:00:00 AM"
"25","West Bengal","570","340","PURULIA","20","20","10/30/2023 12:00:00 AM"
"25","West Bengal","572","327","SILIGURI","NA","4","10/30/2023 12:00:00 AM"
"25","West Bengal","572","327","SILIGURI","4","4","10/30/2023 12:00:00 AM"
"25","West Bengal","569","343","SOUTH 24 PARAGANAS","29","29","10/30/2023 12:00:00 AM"
"25","West Bengal","571","330","UTTAR DINAJPUR","9","9","10/30/2023 12:00:00 AM"
